Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Deliveries_Lag1,Rolling_Mean_3
2023,3,3,2,9070,9500,97403.35,100,574,780.93,0,14739,15153.0,10199.333333333334
2022,4,3,0,7487,8565,107432.29,120,711,798.49,2,5066,9070.0,10570.0
2017,12,0,3,12561,12677,56465.24,75,418,787.57,1,10142,7487.0,9706.0
2015,4,0,3,15110,15882,115153.01,100,592,1341.77,0,8147,12561.0,11719.333333333334
2023,5,1,4,10263,10424,110080.39,60,339,521.87,0,14655,15110.0,12644.666666666666
2025,8,3,2,15156,15346,61250.09,82,481,1093.51,1,8176,10263.0,13509.666666666666
2017,1,3,1,4481,4486,119847.46,60,350,235.25,2,12941,15156.0,9966.666666666666
2022,9,2,3,4364,4537,98157.4,60,353,231.07,0,6681,4481.0,8000.333333333333
2021,8,3,4,12327,12708,80886.08,82,453,837.62,1,12903,4364.0,7057.333333333333
2025,11,1,2,11138,11508,65394.72,82,489,816.97,0,14449,12327.0,9276.333333333334
2019,11,0,1,9433,9586,111315.31,100,589,833.41,2,5017,11138.0,10966.0
2023,12,2,4,5348,5655,111013.18,100,568,455.65,0,14419,9433.0,8639.666666666666
2021,11,3,2,14807,14852,92314.23,82,462,1026.13,1,13348,5348.0,9862.666666666666
2021,8,2,4,13069,14212,87686.89,82,469,919.4,2,5511,14807.0,11074.666666666666
2016,9,1,2,20358,20930,110072.39,100,590,1801.68,0,9489,13069.0,16078.0
2018,2,2,3,7551,7813,110788.67,82,488,552.73,1,8035,20358.0,13659.333333333334
2025,4,2,2,6995,7039,97176.11,75,432,453.28,1,8329,7551.0,11634.666666666666
2023,11,2,1,10831,11502,79651.01,120,702,1140.5,0,14313,6995.0,8459.0
2021,1,2,1,2137,2277,68388.53,120,669,214.45,2,11269,10831.0,6654.333333333333
2023,3,0,3,6987,7810,76386.5,82,455,476.86,1,10605,2137.0,6651.666666666667
2023,10,3,2,10819,11416,99911.97,75,414,671.86,1,7636,6987.0,6647.666666666667
2018,2,3,4,11286,12786,115401.29,82,488,826.14,0,10624,10819.0,9697.333333333334
2018,5,1,1,14415,14504,84869.1,120,701,1515.74,1,6027,11286.0,12173.333333333334
2025,3,3,3,4027,4228,117189.04,82,472,285.11,2,7808,14415.0,9909.333333333334
2024,4,2,1,14574,16184,65092.63,75,427,933.46,2,9094,4027.0,11005.333333333334
2025,1,2,0,4241,4551,63059.47,100,594,377.87,2,5982,14574.0,7614.0
2025,6,1,1,10014,10848,107745.69,100,575,863.71,0,13997,4241.0,9609.666666666666
2021,7,3,1,13236,13581,103253.15,120,660,1310.36,0,9693,10014.0,9163.666666666666
2015,8,1,4,6904,7092,113591.54,75,434,449.45,0,7810,13236.0,10051.333333333334
2020,9,0,2,19989,21667,84048.35,60,345,1034.43,2,5116,6904.0,13376.333333333334
2021,9,3,2,11461,12063,81652.81,100,556,955.85,1,3575,19989.0,12784.666666666666
2021,9,3,1,9843,10987,89947.82,75,441,651.11,0,4798,11461.0,13764.333333333334
2017,11,0,3,5590,5772,111185.02,60,337,282.57,1,6158,9843.0,8964.666666666666
2018,5,2,4,12023,12399,54099.57,75,433,780.89,0,10142,5590.0,9152.0
2025,2,0,1,17456,19595,107746.29,120,674,1764.8,1,6883,12023.0,11689.666666666666
2021,9,1,1,6586,7232,79135.19,82,458,452.46,2,11269,17456.0,12021.666666666666
2022,12,0,1,14684,16136,74135.09,75,446,982.36,1,6498,6586.0,12908.666666666666
2017,12,3,1,25704,28939,61247.57,120,661,2548.55,2,8388,14684.0,15658.0
2024,9,2,4,4620,5094,65088.03,82,468,324.32,2,5258,25704.0,15002.666666666666
2018,11,3,1,10848,11734,61191.58,82,479,779.43,0,5010,4620.0,13724.0
2018,10,1,2,10672,11272,93493.14,120,703,1125.36,2,4327,10848.0,8713.333333333334
2016,11,0,0,14130,14923,61680.21,82,468,991.93,0,4711,10672.0,11883.333333333334
2021,11,0,3,11543,12126,90984.02,75,424,734.13,0,4043,14130.0,12115.0
2023,7,3,3,9697,10023,63662.22,82,457,664.73,1,12325,11543.0,11790.0
2020,9,1,4,10029,10380,78669.26,60,353,531.04,2,12254,9697.0,10423.0
2015,9,1,3,15086,15130,57287.6,100,589,1332.85,2,5142,10029.0,11604.0
2018,1,0,2,14330,16094,83414.53,100,567,1218.77,1,7350,15086.0,13148.333333333334
2022,5,3,2,10488,10878,71290.87,60,353,555.34,0,6926,14330.0,13301.333333333334
2020,6,0,2,7893,8803,68591.13,120,706,835.87,1,5470,10488.0,10903.666666666666
2015,2,1,1,2324,2423,52582.09,120,696,242.63,1,9032,7893.0,6901.666666666667
2024,9,3,3,9727,10872,83984.71,60,340,496.08,1,3988,2324.0,6648.0
2022,1,0,0,13491,15256,65094.78,60,332,671.85,1,8794,9727.0,8514.0
2019,2,2,3,2439,2652,111904.04,100,557,203.78,2,10173,13491.0,8552.333333333334
2019,11,2,1,10763,10853,59952.7,75,414,668.38,1,10510,2439.0,8897.666666666666
2019,5,3,2,6061,6255,78780.1,60,351,319.11,0,5609,10763.0,6421.0
2022,7,0,1,10399,10848,61221.63,82,473,737.81,1,9387,6061.0,9074.333333333334
2021,7,1,1,10432,11531,105489.24,82,476,744.84,2,4831,10399.0,8964.0
2023,8,2,0,12771,14425,76006.37,120,672,1287.32,0,12301,10432.0,11200.666666666666
2015,3,3,1,6717,6811,75740.11,82,461,464.48,0,5927,12771.0,9973.333333333334
2021,2,2,2,10922,11681,91960.14,82,458,750.34,2,11899,6717.0,10136.666666666666
2024,9,0,4,4461,4515,50800.29,60,342,228.85,1,7924,10922.0,7366.666666666667
2022,12,3,2,4719,5062,108112.41,82,489,346.14,2,10611,4461.0,6700.666666666667
2021,5,0,4,9545,9727,62297.06,120,717,1026.56,2,11318,4719.0,6241.666666666667
2021,12,2,3,13859,15058,73958.59,60,332,690.18,0,14913,9545.0,9374.333333333334
2017,7,1,0,6698,7530,105250.5,82,463,465.18,1,13965,13859.0,10034.0
2019,9,0,3,15884,17515,64845.69,100,561,1336.64,2,6375,6698.0,12147.0
2015,2,1,4,9861,11318,66943.87,100,583,862.34,2,12139,15884.0,10814.333333333334
2016,11,3,1,3663,4115,116854.24,60,354,194.51,0,3018,9861.0,9802.666666666666
2021,4,0,2,7580,8514,103847.54,60,347,394.54,1,7046,3663.0,7034.666666666667
2022,6,2,4,7532,8069,53119.9,82,490,553.6,2,11592,7580.0,6258.333333333333
2017,1,0,4,8033,8698,86411.89,60,334,402.45,2,12304,7532.0,7715.0
2020,3,2,4,14639,15788,58172.35,100,556,1220.89,0,9442,8033.0,10068.0
2020,6,3,1,7771,8856,56230.68,100,575,670.25,1,14022,14639.0,10147.666666666666
2023,12,1,0,11128,12108,72255.75,100,577,963.13,2,11768,7771.0,11179.333333333334
2020,6,3,0,4677,5097,55021.47,120,673,472.14,0,14177,11128.0,7858.666666666667
2015,12,2,1,12570,12817,52276.83,120,715,1348.13,0,10399,4677.0,9458.333333333334
2017,4,0,1,10795,12043,95825.55,82,457,740.0,0,13510,12570.0,9347.333333333334
2017,3,3,2,9296,9376,117045.29,75,447,623.3,2,12422,10795.0,10887.0
2022,9,2,2,9215,10246,92322.89,75,438,605.43,2,3220,9296.0,9768.666666666666
2020,2,0,3,6932,7903,103644.59,75,437,454.39,2,12886,9215.0,8481.0
2019,9,2,4,13821,15702,56119.18,75,447,926.7,1,12906,6932.0,9989.333333333334
2018,1,3,2,4526,4637,58160.82,60,346,234.9,0,13828,13821.0,8426.333333333334
2018,1,2,2,11796,12081,95948.67,100,598,1058.1,0,9746,4526.0,10047.666666666666
2024,9,2,2,11173,11333,76804.15,60,358,599.99,1,10074,11796.0,9165.0
2015,3,2,4,5198,5319,67517.0,82,473,368.8,1,11575,11173.0,9389.0
2017,8,0,1,8032,8297,74536.44,75,426,513.24,2,3824,5198.0,8134.333333333333
2019,12,3,1,13871,15499,115623.68,60,350,728.23,0,4870,8032.0,9033.666666666666
2022,8,0,0,13977,14076,76982.93,75,418,876.36,0,11344,13871.0,11960.0
2017,6,0,3,9474,9841,80408.23,120,703,999.03,0,3108,13977.0,12440.666666666666
2020,6,3,4,3949,4020,55978.59,82,488,289.07,2,5323,9474.0,9133.333333333334
2020,10,1,3,8875,9062,93578.46,75,420,559.12,2,9048,3949.0,7432.666666666667
2024,8,3,4,9497,10344,118175.84,75,424,604.01,0,14077,8875.0,7440.333333333333
2018,11,2,0,10631,11842,73717.64,75,448,714.4,1,11855,9497.0,9667.666666666666
2025,4,3,2,14646,15998,70463.07,82,468,1028.15,1,11480,10631.0,11591.333333333334
2020,3,1,0,5479,6104,99911.0,60,340,279.43,0,3635,14646.0,10252.0
2018,10,3,0,11286,12014,58339.85,120,690,1168.1,1,7185,5479.0,10470.333333333334
2020,4,2,0,13035,14421,107662.11,120,711,1390.18,1,7981,11286.0,9933.333333333334
2023,10,0,3,7375,8187,57285.32,60,353,390.51,2,9387,13035.0,10565.333333333334
2025,7,0,0,2723,2943,63830.92,75,428,174.82,2,9020,7375.0,7711.0
2022,3,3,2,8256,9464,67978.21,75,429,531.27,1,3360,2723.0,6118.0
2025,2,2,0,6699,7150,69494.44,75,447,449.17,2,13608,8256.0,5892.666666666667
2019,10,3,3,12891,14178,107586.02,120,660,1276.21,0,9504,6699.0,9282.0
2023,9,0,3,11694,12628,59652.92,60,347,608.67,2,6777,12891.0,10428.0
2017,12,1,1,7124,7492,52107.27,82,490,523.61,1,11014,11694.0,10569.666666666666
2019,4,3,3,9977,10879,65908.27,60,346,517.81,0,11339,7124.0,9598.333333333334
2018,2,1,2,16810,18654,107713.01,100,557,1404.48,2,12995,9977.0,11303.666666666666
2025,10,0,0,3031,3438,110309.5,100,558,253.69,2,3311,16810.0,9939.333333333334
2021,8,0,2,8848,9157,81735.94,120,691,917.1,0,12163,3031.0,9563.0
2017,2,0,4,9235,10569,86332.26,100,583,807.6,1,6742,8848.0,7038.0
2015,5,3,1,10974,12136,55694.41,120,665,1094.66,0,14839,9235.0,9685.666666666666
2025,9,1,4,6670,7585,78298.39,75,427,427.21,2,6633,10974.0,8959.666666666666
2020,6,1,4,5248,5703,117058.55,75,431,339.28,0,3994,6670.0,7630.666666666667
2018,10,0,0,1697,1724,116738.2,60,331,84.26,0,6571,5248.0,4538.333333333333
2020,11,3,0,14412,14627,92292.18,60,333,719.88,0,3944,1697.0,7119.0
2025,10,2,0,10175,11339,61799.84,75,436,665.44,0,4027,14412.0,8761.333333333334
2025,8,0,4,8949,10002,91731.4,82,487,653.72,2,5063,10175.0,11178.666666666666
2015,8,0,2,19783,19836,111048.67,82,489,1451.08,0,9781,8949.0,12969.0
2018,3,0,0,8510,9702,98236.14,75,443,565.49,2,9674,19783.0,12414.0
2016,5,1,0,13737,14494,78989.08,100,591,1217.79,0,11803,8510.0,14010.0
2015,1,1,1,7597,8376,80810.67,75,417,475.19,1,8942,13737.0,9948.0
2018,12,3,4,12145,13533,106826.47,120,680,1238.79,1,8204,7597.0,11159.666666666666
2022,5,2,3,13056,14295,118320.97,75,424,830.36,2,8531,12145.0,10932.666666666666
2018,1,0,0,10761,11619,52286.13,82,470,758.65,0,7892,13056.0,11987.333333333334
2018,10,1,0,9910,10710,119449.49,75,444,660.01,0,4168,10761.0,11242.333333333334
2016,12,1,4,121,139,111622.03,100,581,10.55,2,9832,9910.0,6930.666666666667
2015,10,3,1,13930,14805,76819.7,120,691,1443.84,0,3563,121.0,7987.0
2015,9,3,0,14984,15332,62734.97,60,355,797.9,1,14353,13930.0,9678.333333333334
2016,11,0,1,6535,7194,69276.68,82,463,453.86,1,12467,14984.0,11816.333333333334
2017,1,0,2,10239,10788,95347.22,75,417,640.45,2,13663,6535.0,10586.0
2021,6,2,3,8154,9222,77649.32,120,680,831.71,1,5487,10239.0,8309.333333333334
2019,10,3,4,10447,11167,84927.76,100,553,866.58,1,11213,8154.0,9613.333333333334
2020,6,0,1,7905,8286,82584.09,100,597,707.89,2,14180,10447.0,8835.333333333334
2025,1,1,2,7178,7255,56599.32,60,347,373.61,2,3619,7905.0,8510.0
2019,8,0,1,13675,14416,87435.96,120,719,1474.85,2,8694,7178.0,9586.0
2025,6,2,1,8280,8700,70543.5,75,420,521.64,1,6188,13675.0,9711.0
2023,7,0,2,7598,8691,85168.2,60,357,406.87,0,11481,8280.0,9851.0
2022,8,2,3,9804,10357,97058.41,60,353,519.12,0,9369,7598.0,8560.666666666666
2022,12,0,2,15242,15254,118941.01,120,712,1627.85,1,13741,9804.0,10881.333333333334
2021,11,1,3,4265,4364,111629.53,75,428,273.81,2,7945,15242.0,9770.333333333334
2025,12,1,3,4553,4640,85847.27,82,462,315.52,1,4933,4265.0,8020.0
2023,7,2,3,15532,17175,90413.92,120,713,1661.15,0,11403,4553.0,8116.666666666667
2025,3,1,1,4322,4811,106262.64,60,346,224.31,0,8862,15532.0,8135.666666666667
2025,5,3,2,7732,8655,70175.23,120,671,778.23,1,14687,4322.0,9195.333333333334
2016,5,1,3,8790,9863,93065.36,100,565,744.95,1,10486,7732.0,6948.0
2016,11,3,3,8067,8378,54166.73,120,696,842.19,1,11239,8790.0,8196.333333333334
2023,4,3,4,12566,13881,55756.33,60,342,644.64,1,9711,8067.0,9807.666666666666
2021,5,2,0,17149,17698,57385.96,120,700,1800.64,0,10928,12566.0,12594.0
2018,6,0,3,10582,11794,86638.1,82,460,730.16,2,10998,17149.0,13432.333333333334
2024,11,1,0,15338,17247,109717.8,120,673,1548.37,1,3777,10582.0,14356.333333333334
2022,5,2,4,11881,13384,103321.99,60,331,589.89,0,14981,15338.0,12600.333333333334
2020,11,0,0,12449,13177,79104.24,82,470,877.65,0,7412,11881.0,13222.666666666666
2020,1,3,1,9057,9716,104453.66,60,341,463.27,1,8317,12449.0,11129.0
2021,2,3,3,20568,22879,117528.33,120,664,2048.57,1,3641,9057.0,14024.666666666666
2015,5,1,1,12077,13820,76240.94,75,423,766.29,1,13423,20568.0,13900.666666666666
2020,11,3,4,9047,9698,76124.52,75,430,583.53,0,9949,12077.0,13897.333333333334
2025,9,2,3,12995,14883,97050.41,75,418,814.79,1,4598,9047.0,11373.0
2018,3,2,3,7292,7429,118540.61,120,700,765.66,2,13162,12995.0,9778.0
2025,4,1,3,8951,10171,86288.53,100,553,742.49,0,4323,7292.0,9746.0
2015,3,0,0,10257,11441,65107.47,100,581,893.9,1,4024,8951.0,8833.333333333334
2023,8,0,4,14192,14464,71868.41,120,690,1468.87,1,10065,10257.0,11133.333333333334
2020,5,1,3,8980,10325,70079.27,100,564,759.71,1,4916,14192.0,11143.0
2022,10,2,0,6826,7781,106421.16,120,701,717.75,0,3060,8980.0,9999.333333333334
2022,5,3,4,2178,2274,69609.39,100,557,181.97,1,6470,6826.0,5994.666666666667
2020,3,1,2,8370,8464,67525.11,120,700,878.85,0,13659,2178.0,5791.333333333333
2015,6,0,4,6828,7039,75498.89,100,575,588.91,1,11284,8370.0,5792.0
2025,4,2,3,11783,12535,95130.18,82,458,809.49,2,9726,6828.0,8993.666666666666
2019,2,1,3,8777,8804,52410.19,75,429,564.8,1,12799,11783.0,9129.333333333334
2017,2,3,1,9462,10474,96646.98,60,358,508.11,1,12132,8777.0,10007.333333333334
2022,4,0,3,11546,13120,115939.4,100,553,957.74,1,7828,9462.0,9928.333333333334
2019,3,1,0,11227,12883,53512.27,100,554,932.96,1,11645,11546.0,10745.0
2019,12,2,4,11307,12778,80248.14,75,448,759.83,0,8426,11227.0,11360.0
2020,10,0,0,10428,11120,116424.14,82,461,721.1,1,9385,11307.0,10987.333333333334
2017,6,1,0,4694,5104,67717.11,120,687,483.72,2,14490,10428.0,8809.666666666666
2018,3,1,4,4731,5359,112698.3,60,338,239.86,0,5759,4694.0,6617.666666666667
2015,1,2,3,7419,8000,79927.87,75,413,459.61,2,4294,4731.0,5614.666666666667
2019,5,3,3,7479,7555,72183.29,82,461,517.17,1,9071,7419.0,6543.0
2021,1,1,3,8424,8688,50824.59,75,449,567.36,2,6372,7479.0,7774.0
2024,1,1,4,14668,16401,67771.88,82,482,1060.5,2,11255,8424.0,10190.333333333334
2016,3,1,2,8700,9196,77917.59,60,347,452.83,2,9403,14668.0,10597.333333333334
2016,10,1,4,10758,11593,80129.92,82,463,747.14,0,8215,8700.0,11375.333333333334
2020,7,1,4,11723,11829,78933.97,60,346,608.42,0,8232,10758.0,10393.666666666666
2021,4,0,0,9368,10703,54428.39,120,696,978.02,2,3685,11723.0,10616.333333333334
2017,10,1,0,12490,13026,106184.82,120,719,1347.05,0,3360,9368.0,11193.666666666666
2015,2,0,1,18761,18875,91362.51,82,478,1345.16,0,3199,12490.0,13539.666666666666
2020,8,3,1,9209,10291,77636.51,120,698,964.18,1,4807,18761.0,13486.666666666666
2018,1,3,3,11056,12145,112887.05,60,341,565.51,2,6921,9209.0,13008.666666666666
2018,12,0,1,10896,10897,52748.55,120,718,1173.5,1,5908,11056.0,10387.0
2023,3,1,3,7063,7817,90597.34,100,554,586.94,2,11327,10896.0,9671.666666666666
2015,11,0,0,4482,4968,84711.3,82,454,305.22,1,5642,7063.0,7480.333333333333
2023,4,2,2,16873,17509,98627.02,60,353,893.43,0,5937,4482.0,9472.666666666666
2019,11,3,0,15281,16012,113413.82,120,667,1528.86,1,5142,16873.0,12212.0
2016,5,1,1,7546,8329,54360.43,60,345,390.51,0,14960,15281.0,13233.333333333334
2017,5,3,2,12601,13161,100009.69,82,482,911.05,2,4230,7546.0,11809.333333333334
2020,10,3,4,8952,9919,81113.6,100,562,754.65,2,5284,12601.0,9699.666666666666
2019,7,1,1,7642,8425,91557.92,75,440,504.37,1,6713,8952.0,9731.666666666666
2023,7,3,4,16150,16704,86864.96,60,343,830.92,2,9955,7642.0,10914.666666666666
2016,6,3,1,10738,11306,70757.49,75,425,684.55,2,12295,16150.0,11510.0
2015,8,1,3,6084,6741,94880.33,60,350,319.41,2,9512,10738.0,10990.666666666666
2023,7,0,3,6290,7032,73725.54,82,484,456.65,1,4568,6084.0,7704.0
2023,11,3,1,7159,8085,109798.74,120,661,709.81,2,10314,6290.0,6511.0
2019,8,1,3,8803,9254,118696.83,60,348,459.52,0,7993,7159.0,7417.333333333333
2018,7,1,4,7992,8483,118475.45,100,559,670.13,2,12589,8803.0,7984.666666666667
2019,1,1,1,17693,18854,69372.79,60,346,918.27,1,7164,7992.0,11496.0
2019,6,0,3,14693,16626,67022.6,82,473,1042.47,0,5309,17693.0,13459.333333333334
2025,12,0,0,7317,7883,74218.07,100,583,639.87,1,14412,14693.0,13234.333333333334
2015,8,2,2,14376,16107,50324.24,60,340,733.18,1,7778,7317.0,12128.666666666666
2023,12,1,2,11217,11469,56297.71,75,433,728.54,2,4365,14376.0,10970.0
2022,6,0,2,2823,2893,78502.16,120,673,284.98,2,9417,11217.0,9472.0
2019,3,3,3,11553,12761,55825.61,75,444,769.43,0,8766,2823.0,8531.0
2023,7,0,0,8704,9162,108606.8,82,453,591.44,0,14308,11553.0,7693.333333333333
2024,3,2,1,16656,17329,57011.85,100,567,1416.59,1,7835,8704.0,12304.333333333334
2015,9,2,1,11231,12298,68052.14,82,456,768.2,1,13019,16656.0,12197.0
2025,8,1,1,9675,9787,117180.88,60,356,516.64,2,12056,11231.0,12520.666666666666
2025,5,1,4,7394,7616,104198.24,75,439,486.89,1,10619,9675.0,9433.333333333334
2020,1,3,4,4504,4957,68860.76,60,338,228.35,1,14200,7394.0,7191.0
2022,8,3,3,11368,12014,73819.25,60,348,593.41,0,13691,4504.0,7755.333333333333
2025,5,3,1,13243,13961,92096.33,120,696,1382.57,2,9725,11368.0,9705.0
2021,6,0,4,8133,8592,75423.24,82,453,552.64,1,11226,13243.0,10914.666666666666
2021,11,1,2,6372,7058,64961.57,120,671,641.34,0,7953,8133.0,9249.333333333334
2023,4,0,4,5775,6270,109710.95,60,354,306.65,2,4586,6372.0,6760.0
2018,8,2,2,14327,16335,71236.99,82,483,1037.99,2,12190,5775.0,8824.666666666666
2024,11,0,4,18216,18726,95843.37,82,466,1273.3,0,14789,14327.0,12772.666666666666
2018,11,2,4,4439,4549,114154.24,100,566,376.87,2,7464,18216.0,12327.333333333334
2024,11,2,2,10466,10713,86143.79,82,483,758.26,0,8191,4439.0,11040.333333333334
2016,6,1,1,7425,8516,92131.71,75,434,483.37,2,11976,10466.0,7443.333333333333
2024,3,1,4,14419,16473,106394.58,120,682,1475.06,2,12464,7425.0,10770.0
2025,11,0,0,15194,16944,106209.44,82,487,1109.92,0,14252,14419.0,12346.0
2021,8,3,3,11564,13051,84648.8,120,667,1156.98,1,11354,15194.0,13725.666666666666
2016,8,1,2,7883,8117,89573.12,82,470,555.75,1,14664,11564.0,11547.0
2022,5,3,3,11824,13043,94329.84,75,442,783.93,0,3537,7883.0,10423.666666666666
2022,8,1,1,8566,9022,105370.29,75,431,553.79,0,4534,11824.0,9424.333333333334
2016,1,3,4,5366,5628,86239.82,60,332,267.23,1,7207,8566.0,8585.333333333334
2025,2,0,2,7214,7818,54063.24,75,438,473.96,0,3633,5366.0,7048.666666666667
2018,11,2,1,8512,9694,61318.62,120,717,915.47,1,5469,7214.0,7030.666666666667
2024,6,0,3,16936,19459,59209.95,60,331,840.87,0,11332,8512.0,10887.333333333334
2016,4,0,3,10534,11769,99612.13,82,452,714.21,1,6637,16936.0,11994.0
2021,1,2,0,13269,13345,93502.51,60,353,702.59,0,9004,10534.0,13579.666666666666
2025,9,2,1,10184,11005,104650.26,75,424,647.7,1,8782,13269.0,11329.0
2025,3,2,4,13821,13859,102897.72,82,461,955.72,2,6720,10184.0,12424.666666666666
2020,7,0,3,9091,10357,90581.6,100,583,795.01,1,13938,13821.0,11032.0
2019,1,1,4,1688,1921,50840.21,120,693,175.47,2,11887,9091.0,8200.0
2021,1,0,0,19968,20943,118851.81,60,350,1048.32,1,3526,1688.0,10249.0
2017,10,3,2,17816,19626,76118.58,82,489,1306.8,1,5008,19968.0,13157.333333333334
2018,11,2,2,12365,12531,113757.84,60,330,612.07,2,8806,17816.0,16716.333333333332
2016,7,0,2,16053,18456,115317.93,100,582,1401.43,2,8054,12365.0,15411.333333333334
2017,5,1,1,5633,6297,101411.08,120,683,577.1,0,3302,16053.0,11350.333333333334
2019,4,3,0,7556,7991,74287.13,120,685,776.38,1,12381,5633.0,9747.333333333334
2018,6,3,0,11743,12765,115515.61,82,478,841.97,2,8775,7556.0,8310.666666666666
2019,2,3,3,13847,15194,112947.42,75,435,903.52,2,4575,11743.0,11048.666666666666
2025,12,1,0,9164,9356,90839.08,120,719,988.34,2,4155,13847.0,11584.666666666666
2022,2,0,2,6882,7233,83359.76,120,677,698.87,1,9179,9164.0,9964.333333333334
2024,6,0,0,13475,15431,109301.02,100,565,1142.01,1,5354,6882.0,9840.333333333334
2023,6,3,0,6650,7220,112601.2,75,430,428.92,0,14341,13475.0,9002.333333333334
2018,5,0,4,10308,10558,96067.16,60,359,555.09,2,8420,6650.0,10144.333333333334
2020,12,0,2,12576,13358,72885.95,60,348,656.47,0,14165,10308.0,9844.666666666666
2018,3,2,4,14733,16046,92220.51,75,438,967.96,1,9904,12576.0,12539.0
2020,7,3,2,13904,14572,56546.41,100,571,1190.88,0,4545,14733.0,13737.666666666666
2022,1,0,1,8808,8820,59803.14,75,424,560.19,0,9943,13904.0,12481.666666666666
2025,7,1,0,10000,11022,73732.0,75,433,649.5,0,8368,8808.0,10904.0
2019,5,0,3,11616,11801,104311.41,120,708,1233.62,2,12213,10000.0,10141.333333333334
2023,6,3,3,10493,11366,101972.03,100,560,881.41,2,7419,11616.0,10703.0
2019,3,0,4,11054,12525,112575.35,100,566,938.48,2,10380,10493.0,11054.333333333334
2020,11,3,1,10557,10823,103232.52,100,599,948.55,1,14349,11054.0,10701.333333333334
2022,12,1,2,8057,8633,110599.07,120,661,798.85,1,10726,10557.0,9889.333333333334
2024,2,2,2,12160,12876,109600.71,75,446,813.5,2,9076,8057.0,10258.0
2023,2,2,1,5370,6158,56204.31,60,357,287.56,2,8762,12160.0,8529.0
2015,7,1,1,10194,10821,118766.5,60,333,509.19,1,7774,5370.0,9241.333333333334
2018,9,1,3,4968,5607,59218.08,82,479,356.95,1,11903,10194.0,6844.0
2024,1,3,3,7363,7632,101030.94,82,468,516.88,2,14776,4968.0,7508.333333333333
2020,8,1,3,6007,6335,80270.6,100,581,523.51,2,3893,7363.0,6112.666666666667
2019,3,1,3,9014,9238,73291.06,100,596,805.85,0,7116,6007.0,7461.333333333333
2016,6,2,2,12345,13438,85585.24,60,338,625.89,2,9780,9014.0,9122.0
2019,3,3,4,9620,9719,88480.21,100,570,822.51,0,13532,12345.0,10326.333333333334
2021,3,3,4,13823,15781,84245.14,75,425,881.22,2,14090,9620.0,11929.333333333334
2017,11,3,3,11928,12489,87661.59,120,710,1270.33,2,14873,13823.0,11790.333333333334
2018,6,1,3,8387,9141,113168.23,60,341,429.0,0,5595,11928.0,11379.333333333334
2021,11,2,4,17733,20082,84700.19,120,678,1803.45,2,12043,8387.0,12682.666666666666
2019,2,3,0,5243,5387,102951.58,82,470,369.63,1,5709,17733.0,10454.333333333334
2020,2,0,4,10272,11269,117826.11,82,480,739.58,0,14095,5243.0,11082.666666666666
2024,5,1,1,8204,8500,86088.29,100,578,711.29,2,5659,10272.0,7906.333333333333
2015,8,3,2,10073,10423,112970.22,120,683,1031.98,1,9522,8204.0,9516.333333333334
2015,11,2,3,7876,8191,111504.1,82,483,570.62,2,10901,10073.0,8717.666666666666
2024,1,0,2,9189,10346,91317.74,75,419,577.53,0,9973,7876.0,9046.0
2022,9,1,1,14414,16505,80705.88,82,467,1009.7,1,13158,9189.0,10493.0
2024,10,1,1,4158,4663,104154.57,75,417,260.08,2,8565,14414.0,9253.666666666666
2024,9,1,0,11125,11190,75427.23,120,696,1161.45,1,4431,4158.0,9899.0
2024,4,2,4,7310,7929,67408.43,120,685,751.1,2,10608,11125.0,7531.0
2015,2,3,3,7191,7436,79897.55,75,443,477.84,0,13328,7310.0,8542.0
2017,12,0,1,15890,16945,68273.4,60,340,810.39,1,13014,7191.0,10130.333333333334
2019,10,2,3,6086,6530,73383.19,60,333,304.0,0,5866,15890.0,9722.333333333334
2025,2,3,4,8758,9309,92929.83,75,441,579.34,0,9548,6086.0,10244.666666666666
2018,8,0,1,4082,4522,70105.48,82,487,298.19,2,3590,8758.0,6308.666666666667
2021,10,1,1,6769,7697,56372.54,60,349,354.36,1,7958,4082.0,6536.333333333333
2015,1,0,2,9537,10093,68994.43,82,484,692.39,2,7281,6769.0,6796.0
2023,2,3,3,7483,8068,62046.99,75,423,474.8,1,6857,9537.0,7929.666666666667
2025,5,0,3,8555,8640,88627.98,82,455,583.88,0,3268,7483.0,8525.0
2022,11,1,4,12567,12749,92448.68,100,572,1078.25,1,14261,8555.0,9535.0
2020,6,2,2,2904,3018,53664.3,120,673,293.16,1,12622,12567.0,8008.666666666667
2018,2,0,0,8796,9795,112857.53,82,454,599.01,2,7717,2904.0,8089.0
2017,8,1,1,14385,15358,62840.95,82,486,1048.67,1,13590,8796.0,8695.0
2023,1,1,1,10952,11106,102799.76,120,661,1085.89,2,5992,14385.0,11377.666666666666
2022,2,3,4,7779,8531,109603.91,82,475,554.25,2,13238,10952.0,11038.666666666666
2015,7,1,0,6089,6791,63093.06,120,679,620.16,2,8105,7779.0,8273.333333333334
2018,7,3,4,15545,16327,62395.76,100,554,1291.79,0,14480,6089.0,9804.333333333334
2016,5,3,4,12118,12916,57396.53,100,582,1057.9,0,5592,15545.0,11250.666666666666
2023,7,3,2,6998,7183,94380.05,60,340,356.9,2,13228,12118.0,11553.666666666666
